"Titre","Créé","Modifié","Nom","numerosLot","numerosOf","Of precedent","Of precedent: Nom","Of Lavage","Of Lavage: Nom","Date","Facing","Régleur","Moussant","Ref flacon","Observation","Programme","Godet","Volume","Volume démarrage","Filtre","Pompe 1","Motorisé 1","valeur 1","Bute bec 1","tube bec 1","Centreur 1","Pompe 2","motorisé 2","valeur 2","bute bec 2","tube bec 2","Centreur 2","Pompe 3","motorisé 3","valeur 3","bute bec 3","tube bec 3","Centreur 3","Pompe 4","valeur 4","bute bec 4","tube bec 4","Centreur 4","Type de bec","H machine","ctrl jus H","ctrl jus prof","ctrl ultra","H compo 1","Prés_Marteau","H marteau","Embout","H compo 2","Prés_Visseuse","couple vis","buté vis","pince vis","H pince ext","Type pince ext","H pince int","Type pince int","cadence","visseuse","H finale","convoyeur","cames bec on","cames bec off","presence_Ceuilleur","Cueilleur","Cueilleur 1 ","Cueilleur 2","Cueilleur 3","Hauteur rail","Dégodiseur A","Dégodiseur B","Dégodiseur C","Etiquette","Consigne Etiquette","Etiqueteuse","vrac","vrac: type vrac","vrac: Pompe","vrac: Etuve","vrac: T°C ambiante","vrac: Rincage Eko","vrac: Circuit Fermé Microbio","CF","vrac: Commentaire","vrac: Labo validation","vrac: Microbio validation"
"VL20022","09/04/2026 22:55","09/04/2026 22:55","Contour des yeux","2603152","WO26006609","WO26006608","Contour des yeux","WO26002133","Lotion bleue","26/04/09",,"Ht","Non",,"Ajout rondele F5x25,7 attention pas de contrôle jus","N°82","F5","16","16,6","False","60","Vrai","18,5",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","950,92",,,,"163","Vrai","388","F9","111","False",,,,,,,,"30",,"158",,,,"False",,,,,,,,,"NON",,,"VRL22531",,"Nc","Nc","Nc",,"NON","NON",,"OUI","OUI"
"Kl20023","09/04/2026 05:50","09/04/2026 05:50","Contour des yeux","2603152","WO26006608","WO26006841","Shampoing douche revitalisant","WO26002133","Lotion bleue","26/04/09",,"Ht","Non",,"Ajout rondele F5x25,7 attention pas de contrôle jus","N°82","F5","16","16,6","False","60","Vrai","18,5",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","950,92",,,,"163","Vrai","388","F9","111","False",,,,,,,,"30",,"158",,,,"False",,,,,,,,,"NON",,,"VRL22531",,"Nc","Nc","Nc",,"NON","NON",,"OUI","OUI"
"jt25001","09/04/2026 02:06","09/04/2026 02:26","Shampoing douche revitalisant","2603158","WO26006841","WO26000611","Gel douche marin revitalisant","WO26000094","Huile pré post epila","26/04/09","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[816c6238b72b4ff981f3e86d5d7035ef][1]_[1].jpeg","HT","non",,,"N°31","F18","380","380,5","False","250","Vrai","69",,"12DOL","12","125","Vrai","65",,"12DO","12","60","Vrai","14","Petite","12DO","12",,,,,,"MO 1","988","173","27",,,"False",,,"201","Vrai","1,45","F1","F1","202","F1","64","F1","22",,"232",,,,"Vrai",,"162","15","576",,,,,"NON",,,,,,,,,,,,,
"jt24001","09/04/2026 00:17","09/04/2026 00:17","Gel douche marin revitalisant","2603158","WO26000611","WO26006272","Gel douche marin revitalisant","WO26000094","Huile pré post epila","26/04/09","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[19420db2eac94b4fa9d0e811867e14cb][1]_[1].jpeg","HT","non",,,"N°31","F18","380","381","False","250","Vrai","69",,"12DOL","12","125","Vrai","65",,"12DO","12","60","Vrai","14","Petite","12DO","12",,,,,,"MO 1","988","173","27",,,"False",,,"201","Vrai","1,45","F1","F1","202","F1","64","F1","22",,"232",,,,"Vrai",,"162","15","576",,,,,"NON",,,,,,,,,,,,,
"jt24001","08/04/2026 23:23","08/04/2026 23:24","Gel douche marin revitalisant","2601237","WO26006272","WO26002133","Lotion bleue","WO26000094","Huile pré post epila","26/02/23","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[110d4a4abcb34d958fdc9bff837ea0fc][1]_[1].jpeg","HT","non",,,"N°31","F18","380","381","False","250","Vrai","69",,"12DOL","12","125","Vrai","66,5",,"12DO","12","60","Vrai","14","Petite","12DO","12",,,,,,"MO 1","988","173","27",,,"False",,,"201","Vrai","1,45","F1","F1","202","F1","64","F1","22",,"232",,,,"Vrai",,"162","15","576",,,,,"NON",,,,,,,,,,,,,
"Vp15001","08/04/2026 03:54","08/04/2026 03:54","Lotion bleue","2603113","WO26002133","WO26000094","Huile pré post epila","WO26003637","Nettoyant pre-peel","26/04/08",,"Ht","Oui",,,"N°47","F4","250","251,4","False","60","False","28",,"14T","14","250","Vrai","60",,"14TL","14",,"False",,,,,,,,,,"MO1R","990,1","180","34",,,"False",,,"205","Vrai","1,2","F1.2","F1","199","F4","59","F4","25",,"256",,,,"False",,,,,,,,,"NON",,,"VRP15201",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vp17004","07/04/2026 22:56","07/04/2026 22:56","Huile pré post epila","2603125","WO26000094","WO26003637","Nettoyant pre-peel","Wo26005905","Huile de douche aromatique","26/04/08","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[cfc9dc2c94a547649d28f51f7b0f5b8e][1]_[1].jpeg","Jb","Oui",,,"N°29","F4","250","251,2","False","125","False","70",,"14MW","14","125","False","47",,"14MW","8","60","Vrai","52",,"8MW","8",,,,,,"MW","990,37",,,,"252","Vrai","44,8","F9","201","Vrai","1.2","F13","F13","20,6","F4","10,2","F4","20",,"23,45",,,,"False",,,,,,"635","54","218","NON",,,"VRP15212",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Kt25018","07/04/2026 05:08","07/04/2026 05:08","Nettoyant pre-peel","2512039","WO26003637","Wo26005121","Huile de douche aromatique","WO26006412","Flash éclat mousse nettoyante ","26/04/07","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[6dbda9472c74429196fed7bb32de49c6][1]_[1].jpeg","Ht","Non",,"Trémie ","N°89",,"100",,"False","125","Vrai","40",,"12DO","12","60","Vrai","35",,"12DO","12",,"False",,,,,,,,,,"MO 1","970,61","107","39",,,"False",,,"163","Vrai","4","F1","F1","158","F11","110","F11","25",,"206",,,,"Vrai",,"119","18","478",,"656","14","192","SIMPLE","7 en bas",,,,,,,,,,,,
"Vt24017","07/04/2026 00:09","07/04/2026 00:09","Huile de douche aromatique","2603066","Wo26005121","Wo26005905","Huile de douche aromatique","WO26001950","Soin conditionner cheveux","26/04/07","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[8d48759aa3a44d96b45f80fe491dfbf4][1]_[1].jpeg","Ht","Non",,"cadence accelerer sf sans etiquette","N°11","F11","150","151.9","False","125","Vrai","72",,"12DOL","12","60","Vrai","30",,"12DO","12",,"False",,,,,,,,,,"MO 1","981","162","37",,,"False",,,"179","Vrai","1","F11","F11","119","F11","72","F11","30",,"215",,,,"False",,,,,,"442","2","216","SIMPLE Cam","Aigle avec à de thalgo 7mm en bas",,,,,,,,,,,,
"Vt24017","03/04/2026 05:30","07/04/2026 00:08","Huile de douche aromatique","2602190","Wo26005904","WO26006416","Flash éclat mousse nettoyante ","WO26001950","Soin conditionner cheveux","26/04/03","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[e62162bd05194c6db97bddbc07d27fdf][1]_[1].jpeg","Ht","Non",,"augmentation cadence sf sans etiquette","N°11","F11","150","151,5","False","125","Vrai","72",,"12DOL","12","60","Vrai","30",,"12DO","12",,"False",,,,,,,,,,"MO 1","981","162","37",,,"False",,,"179","Vrai","1","F11","F11","119","F11","72","F11","30",,"215",,,,"False",,,,,,"442","2","216","SIMPLE Cam","Aigle avec à de thalgo 7mm en bas",,,,,,,,,,,,
"Vt24017","07/04/2026 00:07","07/04/2026 00:07","Huile de douche aromatique","2601114","Wo26005905","Wo26005904","Huile de douche aromatique","WO26001950","Soin conditionner cheveux","26/04/07","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[8e2b11320c1d483b89d0883f2128b55a][1]_[1].jpeg","Ht","Non",,"cadence accelerer sf sans etiquette","N°11","F11","150","151","False","125","Vrai","72",,"12DOL","12","60","Vrai","30",,"12DO","12",,"False",,,,,,,,,,"MO 1","981","162","37",,,"False",,,"179","Vrai","1","F11","F11","119","F11","72","F11","30",,"215",,,,"False",,,,,,"442","2","216","SIMPLE Cam","Aigle avec à de thalgo 7mm en bas",,,,,,,,,,,,
"S250001","03/04/2026 00:06","03/04/2026 00:06","Flash éclat mousse nettoyante ","2603029","WO26006416","WO26006417","Flash éclat mousse nettoyante ","WO26001851","Lotion bleu","26/04/03","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[07c8bc7968eb4474a115f465fa006256][1]_[1].jpeg","ht","Oui","Foamer 150","Attention serrage flacon à 0,5bar !!! Pas de centrage sur les becs.","27","F4","152","152","Vrai","60","Vrai","31","0","14T",,"250","Vrai","34",,"14TL",,,"False",,,,,,,,,,"MO1R","974","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","40",,"228",,,,"False",,,,"0",,,,,"NON",,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"S250001","02/04/2026 01:40","02/04/2026 04:36","Flash éclat mousse nettoyante ","2601206A","WO26006412","WO26006749","Soin conditionner cheveux","WO26001851","Lotion bleu","26/04/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[c03e452325164f86892bd90036efda9b][1]_[1].jpeg","ht","Oui","Foamer 150","Filtre colmater ","27","F4","152","152,9","Vrai","60","Vrai","31","0","14T","14x42","250","Vrai","34",,"14TL",,,"False",,,,,,,,,,"MO1R","974","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","40",,"228",,,,"False",,,,"0",,,,,"NON",,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"S250001","02/04/2026 02:48","02/04/2026 04:35","Flash éclat mousse nettoyante ","2601066A","WO26006413","WO26006412","Flash éclat mousse nettoyante ","WO26001851","Lotion bleu","26/04/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[c3a9554ee3d5483c85ca2e84d2c4f903][1]_[1].jpeg","ht","Oui","Foamer 150","Filtre comater","27","F4","152","153,6","Vrai","60","Vrai","31","0","14T","14x42","250","Vrai","34",,"14TL",,,"False",,,,,,,,,,"MO1R","974","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","40",,"228",,,,"False",,,,"0",,,,,"NON",,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"S250001","02/04/2026 04:33","02/04/2026 04:33","Flash éclat mousse nettoyante ","2603012","WO26006417","WO26006413","Flash éclat mousse nettoyante ","WO26001851","Lotion bleu","26/04/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[dc3cfcab9fcf4b8ab94dfca09a232e44][1]_[1].jpeg","ht","Oui","Foamer 150","Baisse cadence à 30 manque personne sur ligne .Attention serrage flacon à 0,5bar !!! Pas de centrage sur bec 2.","27","F4","152","152,6","Vrai","60","Vrai","31","0","14T","14x42","250","Vrai","34",,"14TL",,,"False",,,,,,,,,,"MO1R","974","119","32","0","0","False","0",,"175","Vrai","1.7","F4 foamer 150","F4","159","F4","154","F4","40",,"228",,,,"False",,,,"0",,,,,"NON",,,"VRL25281",,"OUI","NON","Nc","NON","OUI","OUI",,"OUI","OUI"
"JE24001","01/04/2026 23:08","01/04/2026 23:09","Soin conditionner cheveux","2601230","WO26006749","WO26001950","Soin conditionner cheveux","WO26002202","Eau micelaire a lacide hyaluronique","26/04/02","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[6eb1185546524d708c49190991cbbf60][1]_[1].jpeg","Ht","Oui",,,"N°77","F18","380","381,4","False","250","Vrai","70",,"12DO","12x42","125","Vrai","58",,"12DO","12x42","60","Vrai","19",,"12DO","12x42",,,,,,"MO 1","986,5","175","30",,,"False",,,"195","Vrai","1,1","F1","F1","188","F1","77","F1","23",,"245",,,,"Vrai",,"152","76","571",,"305","14","161","NON",,,"VRE25171",,"Nc","Nc","Nc","NON","NC","NC",,"NON","NON"
"JE24001","01/04/2026 06:00","01/04/2026 06:00","Soin conditionner cheveux","2511077A","WO26001950","WO26001851","Lotion bleu","WO26002202","Eau micelaire a lacide hyaluronique","26/04/01","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[8807257877b24e44b8598dacb733cd22][1]_[1].jpeg","Ht","Oui",,,"N°77","F18","380","381","False","250","Vrai","70",,"12DO","12x42","125","Vrai","55",,"12DO","12x42","60","Vrai","25",,"12DO","12x42",,,,,,"MO 1","986,5","175","30",,,"False",,,"195","Vrai","1,1","F1","F1","188","F1","77","F1","21",,"245",,,,"Vrai",,"152","76","571",,"305","14","161","NON",,,"VRE25171",,"Nc","Nc","Nc","NON","NC","NC",,"NON","NON"
"KP15001","01/04/2026 01:21","01/04/2026 01:21","Lotion bleu","2603091","WO26001851","WO26000835","Eau micelaire a lacide hyaluronique","WO26001870","Lotion tonique de beaute","26/04/01",,"Ht","Oui",,"Godet ouvert au max attention godet desserer pour facilité le degodisage ","N°75","1L","1000","1001,3","Vrai","250","Vrai","72",,"14TL","14","250","Vrai","72",,"14TL","14","250","Vrai","62",,"14TL","14","250","63",,"14T","14","MO 1","1003","200","13",,"275","False",,,"201","Vrai","1,2","F10","F10","224","F1L","0","F1L","14",,"257",,,,"False",,,,,,"127","46","127","NON",,,"VRP15201",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vl20024","31/03/2026 05:17","31/03/2026 05:17","Eau micelaire a lacide hyaluronique","2602205","WO26000835","WO26002202","Eau micelaire a lacide hyaluronique","WO26003123","Serum int corect rides","26/03/31","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[f92be09641d14417aec74063d6ba226e][1]_[1].jpeg","HT","Oui",,"Ajour pompe ab poid instable avant et apres 8ml de variation","N°21","F3","200","202,9","Vrai","60","False","40",,"14T","14x42","250","Vrai","40",,"14TL","14x42",,"False",,,,,,,,,,"MO 2","983","178","32",,,"False",,,"180","Vrai","1","F7","F1","189","F3","75","F3","25",,"228",,,,"False",,,,,,"566","59","230","NON",,,"V237",,"Nc","Nc","Nc",,"NC","NC",,"OUI","NON"
"Kl20025","31/03/2026 02:23","31/03/2026 02:23","Eau micelaire a lacide hyaluronique","2602205","WO26002202","WO26001870","Lotion tonique de beaute","WO26003123","Serum int corect rides","26/03/31","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[cf5a2dacedc04fed878ca4ae802500cb][1]_[1].jpeg","HT","Oui",,,"N°21","F3","202","202,9","Vrai","60","Vrai","40",,"14T","14x42","250","Vrai","45",,"14TL","14x42",,"False",,,,,,,,,,"MO 2","984,8","178","32",,,"False",,,"180","Vrai","1","F7","F1","189","F3","75","F3","25",,"228",,,,"False",,,,,,"566","59","230","NON",,,"V237",,"Nc","Nc","Nc",,"NC","NC",,"OUI","NON"
"Vt24014","30/03/2026 01:35","30/03/2026 01:35","Lotion tonique de beaute","2602079","WO26001870","WO26001640","Lotion tonique de beauté ","Wo26006264","Huile de douche des iles","26/03/30","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[f2da4e4eacbc48e89df1542ee63d8cc0][1]_[1].jpeg","HT","Oui",,"Essai pompe ab produit micro bulles à l'arrêt ","N°21","F3","200","201,4","Vrai","60","False","62",,"14T","14","250","Vrai","39",,"14TL","14",,"False",,,,,,,,,,"MO 2","983,6","162","37",,,"False",,,"197","Vrai","1,4","F1","F1","192","F3","130","F3","20",,"237",,,,"Vrai",,"150","127","545",,"143","4,1","22,1","SIMPLE","7mm en bas ",,"VRT21144","Lotion","Oui","Nc","Nc","NON","OUI","OUI",,"OUI","OUI"
"KT24006","27/03/2026 03:41","27/03/2026 03:41","Lotion tonique de beauté ","2602145","WO26001640","WO26003123","Serum int corect rides","Wo26006264","Huile de douche des iles","26/03/27",,"Ht","Oui","Roma","Ajout pompe ab pour test poid stable 0 bulles ","N°2","F2","500","500,2","False","60","Vrai","69","0","14T","14x42","250","Vrai","60","0","14TL","14","250","Vrai","55","0","14TL","14",,,"0",,,"MO 2","980,3","160","19","0","0","False","0",,"175","Vrai","01,2","F1","F1","176","F2","134","F2","16",,,,,,"Vrai",,"144","128","535",,"333","79","221","SIMPLE",,,"VRT21141",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"S220011","25/03/2026 23:15","25/03/2026 23:15","Serum int corect rides","2602156","WO26003123","Wo26005904","Huile de douche des iles","Wo26003347","Tvl essence micropeel","26/03/26","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[7613cf54a002466782506ab441fce27e][1]_[1].jpeg","Ht","Non",,,"N°7","F7","30","32,3","False","60","Vrai","36",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,9","115","42",,,"False",,,"132","Vrai","1","F7","F7","123","F7","133","F7","25",,"179",,,,"False",,,,,,"898","59","149","SIMPLE Cran","Plan de joint 2mm en haut",,"VRT19271",,"Nc","Nc","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt22039","24/03/2026 06:35","24/03/2026 06:35","Huile de douche des iles","2602192","Wo26005904","Wo26006264","Huile de douche des iles","Wo26000274","serum booster vitamine c","26/03/24","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[8e6c9c07a19d4e8aaf25f7c3cec83c7d][1]_[1].jpeg","Ht","Non",,,"N°11","F11","150","151,5","False","125","Vrai","72",,"12DOL","12","60","Vrai","30",,"12DO","12",,"False",,,,,,,,,,"MO 1","981","162","37",,,"False",,,"179","Vrai","1","F11","F11","119","F11","72","F11","25",,"215",,,,"False",,,,,,"442","2","216","SIMPLE Cam","Aigle avec à de thalgo 7mm en bas",,"VRT20091",,"Nc","Nc","Nc","NON","OUI","OUI",,"OUI","OUI"
"Vt22039","24/03/2026 06:02","24/03/2026 06:02","Huile de douche des iles","2601245","Wo26006264","Wo26003347","Tvl essence micropeel","Wo26000274","serum booster vitamine c","26/03/24","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[b1f70ae897c44875b6797a72c68ae607][1]_[1].jpeg","Ht","Non",,,"N°11","F11","150","150,8","False","125","Vrai","72",,"12DOL","12","60","Vrai","30",,"12DO","12",,"False",,,,,,,,,,"MO 1","981","162","37",,,"False",,,"179","Vrai","1","F11","F11","119","F11","72","F11","25",,"215",,,,"False",,,,,,"442","2","216","SIMPLE Cam","Aigle avec à de thalgo 7mm en bas",,"VRT20091",,"Nc","Nc","Nc","NON","OUI","OUI",,"OUI","OUI"
"Ge22013","24/03/2026 01:39","24/03/2026 01:39","Tvl essence micropeel","2602159A","Wo26003347","Wo26003681","Tvl essence micropeel","Wo26001523","Serum redensifiant intense","26/03/24","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[2d638c5d71d74081909941358950dfd1][1]_[1].jpeg","Ht","Non",,"Baisse cadence trop d'accumulation à 30 passage 25","N°19","F16","30","30,8","Vrai","60","Vrai","33",,"14T","14",,"False",,,,,,"False",,,,,,,,,,"MO 1","95920","105","45",,"173","Vrai","381","F9","119","Vrai","1","F13","F13","127","F16","119","F16","25",,"154",,,,"False",,,,,,"1001","70","324","SIMPLE","6mm en bas",,"Vre23191",,"Nc","Nc","Nc","NON","NC","NC",,"NON","NON"
"Ge22013","23/03/2026 01:18","23/03/2026 01:40","Tvl essence micropeel","2602159","Wo26003681","Wo26001523","Serum redensifiant intense","Wo26001523","Serum redensifiant intense","26/03/23","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[8589dcfe258b4675b9358f6de7c53ca7][1]_[1].jpeg","Ht","Non",,"Baisse cadence trop d'accumulation à 30 passage 25","N°19","F16","30","30,5","Vrai","60","Vrai","33",,"14T","14",,"False",,,,,,"False",,,,,,,,,,"MO 1","95920","105","45",,"173","Vrai","381","F9","119","Vrai","1","F13","F13","127","F16","119","F16","25",,"154",,,,"False",,,,,,"1001","70","324","SIMPLE","6mm en bas",,"Vre23191",,"Nc","Nc","Nc","NON","NC",,,"NON","NON"
"Vt18003","23/03/2026 01:35","23/03/2026 01:35","Serum redensifiant intense","2602191","Wo26001523","Wo26000274","serum booster vitamine c","Wo25007840","Super sérum pro liftant","26/03/23",,"Ht","Non",,"Trémie ","N°52","F7","30","30,1","False","60","Vrai","32",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","961,07","10,7","4,3",,,"False",,,"131","Vrai","1,5","F7","F7","132","F7","138","F7","30",,"179",,,,"False",,,,,,,,,"SIMPLE Cran",,,"VRT18041",,"Oui","Nc","Nc",,"OUI",,,"OUI","OUI"
"Vt22011","18/03/2026 06:09","18/03/2026 06:09","Écume d'eau ","2602188","Wo26001689","Wo26005213","SF brume eau miscellaire ","Wo26005213","SF brume eau miscellaire ","26/03/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[13fb04e1035f474a9c0e191c3f325fa1][1]_[1].jpeg","Ht","Oui",,"Godet monte sans cale f4 en cours de reusinage","N°32","F4","150","152,3","Vrai","60","Vrai","31","0","14T","14x42","250","Vrai","33,5",,"14TL",,,"False",,,,,,,,,,"MO1R","967,46","111","32","0","0","False","0",,"163","Vrai","1","F4","F4","140","F4","127","F4","30",,"209",,,,"False",,,,"0",,,,,"NON",,,"vrt21122",,"Nc","Nc","Nc","NON","OUI","OUI",,"OUI","OUI"
"Vl25008","18/03/2026 05:59","18/03/2026 06:01","serum booster vitamine c","2601209A","Wo26000274","Wo25007840","Super sérum pro liftant","Wo25009423","Huile serum nutri confort","26/03/18","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[c941cb09c24f4f109fb28b72d93fc9d4][1]_[1].jpeg","Ht","non",,"Pas de cellule présence produit car flacon trop petit","N°15","F17","11","11.3","False","60","Vrai","13",,"8MW","12",,"False",,,,,,"False",,,,,,,,,,,"348",,,,"16,7","Vrai","38,6","M1",,"False",,,,,,,,"30",,"158,5",,,,"False",,,,,,"108.8","8.2","21.9","NON",,,"Vrl25091",,"OUI","NON","Nc","NON","NON","NON","PEUT AVOIR UN DEPOT DE SICILE DANS LE FOND","OUI","NON"
"Ve23055","18/03/2026 02:31","18/03/2026 02:31","Super sérum pro liftant","2601143","Wo25007840","Wo25009423","Huile serum nutri confort","Wo26001689","Écume d'eau ","26/03/18","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[5b613ee8c4494164b1ac0fbb7fe07676][1]_[1].jpeg","Ht","Non",,"Trémie ","N°53","F19","30","30,1","False","60","Vrai","32",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,,,"11,2","4",,,"False",,,"134","Vrai",,"F19","F19","13,5","F19","12,7","F19","25",,"17,8",,,,"False",,,,,,"105","7,3","24,1","DOUBLE Cran","11 en bas plan de joint",,"vre24211",,"Nc","Nc","Nc",,"OUI","OUI",,"OUI","OUI"
"S240012","16/03/2026 07:20","17/03/2026 05:57","Huile serum nutri confort","2603092","Wo26003137","Wo26001689","Écume d'eau ","Wo26005213","SF brume eau miscellaire ","26/03/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[396eea83882f47e1920ae50f191b61b9][1]_[1].jpeg","Ht","Oui",,,"N°55","F11","30","30,7","Vrai","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","960,8",,,"189",,"False",,,"134","Vrai","1","F15","F15","132","F15","134","F15","25",,"Non",,,,"False",,,,,,"886","86","323","SIMPLE Cran","2 en haut plan de joint",,"VRT23011",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt22029","17/03/2026 05:56","17/03/2026 05:57","Huile serum nutri confort","2603092","Wo25009423","Wo26003137","Huile serum nutri confort","Wo26005213","SF brume eau miscellaire ","26/03/16","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[ceb3809c27f54d0885ec59920daca1f6][1]_[1].jpeg","Ht","Oui",,,"N°55","F11","30","30,5","Vrai","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","960,8",,,"189",,"False",,,"134","Vrai","1","F15","F15","132","F15","134","F15","25",,"Non",,,,"False",,,,,,"886","86","323","SIMPLE Cran","2 en haut plan de joint",,"VRT23011",,"OUI","NON","Nc",,"OUI","OUI",,"OUI","OUI"
"Vt22011","16/03/2026 00:30","16/03/2026 00:31","Écume d'eau ","2512174","Wo26001689","Wo26005213","SF brume eau miscellaire ","Wo26005213","SF brume eau miscellaire ","26/01/23","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[d58e47b23049430280e3d4bd3ecd83b5][1]_[1].jpeg","Ht","Oui",,"Godet monte sans cale f4 en cours de reusinage","N°32","F4","150","152,3","Vrai","60","Vrai","31","0","14T","14x42","250","Vrai","33,5",,"14TL",,,"False",,,,,,,,,,"MO1R","967,46","111","32","0","0","False","0",,"163","Vrai","1","F4","F4","140","F4","127","F4","30",,"209",,,,"False",,,,"0",,,,,"NON",,,"vrt21122",,"Nc","Nc","Nc","NON","OUI","OUI",,"OUI","OUI"
"s210001","12/03/2026 05:48","12/03/2026 05:48","SF brume eau miscellaire ","2602132","Wo26005213","Wo26005393","serum booster vitamine c","Wo26000275","serum booster vitamine c","26/03/12",,"ht","oui",,"attention mousse fortement","N°68","F10","50","N.C","False","60","Vrai","54",,"12T","12",,"False",,,,,,"False",,,,,,,,,,"MO 1","956.91","104","42",,,"False",,,"113","Vrai","1","F10","F10","126","F10","141","F10","20",,"152",,,,"False",,,,,,,,,"NON",,,"V237",,"Nc","Nc","Nc",,"NC","NC",,"OUI","NON"
"Vl25008","12/03/2026 02:21","12/03/2026 02:22","serum booster vitamine c","2601209","Wo26005393","Wo26000275","serum booster vitamine c","Wo26001493","Huil pre et post epilatoire ","26/03/12","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[d6cd6746bee04202b40901eb9c05dc30][1]_[1].jpeg","Ht","non",,"Pas de cellule présence produit car flacon trop petit","N°15","F17","11","11.7","False","60","Vrai","13",,"8MW","12",,"False",,,,,,"False",,,,,,,,,,,"348",,,,"16,7","Vrai","38,6","M1",,"False",,,,,,,,"30",,"158,5",,,,"False",,,,,,"108.8","8.2","21.9","NON",,,"Vrl25091",,"OUI","NON","Nc","NON","NON",,"PEUT AVOIR UN DEPOT DE SICILE DANS LE FOND","OUI","NON"
"Vl25007","10/03/2026 06:11","12/03/2026 02:18","serum booster vitamine c","2601209","Wo26000275","Wo26000871","Booster acide hyalu","Wo26001493","Huil pre et post epilatoire ","26/03/10","Reserved_ImageAttachment_[15]_[D_x00e9_marrage][32]_[c614810f5fa34da8a13f1f9e4509ecca][1]_[1].jpeg","Ht","non",,,"N°4","F17","30","30,9","False","60","Vrai","34",,"8MW","8",,"False",,,,,,"False",,,,,,,,,,"MW","954","93","40",,,"False","36,8","M1","120","Vrai","1,2","F6","F6","116","F6","197","F6","30",,"16",,,,"False",,,,,,"108.8","8.2","21.9","NON",,,"Vrl25091",,"OUI","NON","Nc","NON","NON","NON","PEUT AVOIR UN DEPOT DE SICILE DANS LE FOND","OUI","NON"
